id,user_id,day,emotion,another_emotions,people,note,created_at,updated_at
bcd19ae3-308d-4816-909f-233d7f8d1ed8,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-10-27,sad,['lonely'],['partner'],,2025-10-30T13:29:36.87065+00:00,2025-10-30T13:29:36.87065+00:00
ba1bf655-742b-4f34-b006-8e557ee840e4,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-10-28,happy,['excited'],['family'],,2025-10-30T13:36:11.862483+00:00,2025-10-30T13:36:11.862483+00:00
2c40d7a2-9692-4f93-bffd-bdb88ed43369,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-10-29,very_happy,[],[],,2025-10-30T14:03:14.956441+00:00,2025-10-30T14:03:14.956441+00:00
86d6efd2-ac5e-44d0-a7ae-c8ac6887391f,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-10-30,happy,[],[],,2025-10-31T13:18:41.824987+00:00,2025-10-31T13:18:41.824987+00:00
f0a5d6b0-2ac5-4cff-9f00-ee9b366bbb58,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-10-31,happy,[],[],,2025-10-31T13:21:29.269535+00:00,2025-10-31T13:21:29.269535+00:00
d43ce03b-578e-4bc5-8426-f255b3200cd9,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-11-01,happy,['excited'],['lover'],,2025-11-01T14:53:14.214842+00:00,2025-11-01T14:53:14.214842+00:00
39932f9e-10d7-4c52-8c80-f1c691038db0,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-11-02,happy,[],[],,2025-11-05T07:46:32.666643+00:00,2025-11-05T07:46:32.666643+00:00
3079529c-f8cf-4792-b436-1ced3bb62e09,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-11-03,very_happy,[],[],,2025-11-05T07:39:17.99351+00:00,2025-11-05T07:39:17.99351+00:00
a9373ae3-68c1-4a40-8528-a2e1ff1dca45,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-11-04,happy,['excited'],['friends'],ye ye,2025-11-05T07:36:03.391092+00:00,2025-11-05T07:36:03.391092+00:00
df8108b2-fa8d-45f5-beb9-4547fce7b948,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-11-05,neutral,[],[],,2025-11-05T07:27:28.602655+00:00,2025-11-05T07:27:28.602655+00:00
a86d18bd-6ca1-4e1f-8d06-5946e0332f7c,2c4f683a-521d-48cc-b1f5-284c28982b7e,2025-11-06,very_happy,[],[],,2025-11-06T02:26:25.033414+00:00,2025-11-06T02:26:25.033414+00:00
